ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/implementation/milestones/0/id,releases/0/contracts/0/implementation/milestones/0/type,releases/0/contracts/0/implementation/milestones/0/dateMet,releases/0/contracts/0/implementation/milestones/0/code,releases/0/contracts/0/implementation/milestones/0/title
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-1,delivery,2020-12-28T12:00:00Z,1,AVANZAMENTO N. 2
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-2,delivery,2020-12-03T12:00:00Z,2,AVANZAMENTO N. 1
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-5,delivery,2021-03-03T12:00:00Z,5,AVANZAMENTO N. 4
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-4,delivery,2021-04-06T12:00:00Z,4,AVANZAMENTO N. 5
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-3,delivery,2021-05-06T12:00:00Z,3,AVANZAMENTO N. 6
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-9,delivery,2021-06-11T12:00:00Z,9,AVANZAMENTO N. 7
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-8,delivery,2021-07-05T12:00:00Z,8,AVANZAMENTO N. 8
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-6,delivery,2021-02-15T12:00:00Z,6,AVANZAMENTO N. 3
ocds-hu01ve-7918600,ocds-hu01ve-7918600-01,2029959,2029959-1,delivery,2020-12-31T12:00:00Z,1,MONITORAGGIO DAL 01/10/2020 AL 31/12/2020
ocds-hu01ve-7906260,ocds-hu01ve-7906260-01,1800638,1800638-1,delivery,2020-12-31T12:00:00Z,1,
ocds-hu01ve-7921252,ocds-hu01ve-7921252-01,1863264,1863264-4,delivery,2021-11-22T12:00:00Z,4,
ocds-hu01ve-7921252,ocds-hu01ve-7921252-01,1863264,1863264-2,delivery,2021-05-27T12:00:00Z,2,
ocds-hu01ve-7921252,ocds-hu01ve-7921252-01,1863264,1863264-5,delivery,2022-02-23T12:00:00Z,5,
ocds-hu01ve-7921252,ocds-hu01ve-7921252-01,1863264,1863264-3,delivery,2021-08-27T12:00:00Z,3,
ocds-hu01ve-7921252,ocds-hu01ve-7921252-01,1863264,1863264-1,delivery,2021-02-17T12:00:00Z,1,
ocds-hu01ve-7898783,ocds-hu01ve-7898783-01,1859166,1859166-3,delivery,2021-06-30T12:00:00Z,3,SAL N. 3
ocds-hu01ve-7898783,ocds-hu01ve-7898783-01,1859166,1859166-1,delivery,2021-04-30T12:00:00Z,1,1
ocds-hu01ve-7898783,ocds-hu01ve-7898783-01,1859166,1859166-5,delivery,2021-09-30T12:00:00Z,5,SAL N. 5
ocds-hu01ve-7898783,ocds-hu01ve-7898783-01,1859166,1859166-4,delivery,2021-07-31T12:00:00Z,4,SAL N. 4
ocds-hu01ve-7898783,ocds-hu01ve-7898783-01,1859166,1859166-2,delivery,2021-05-31T12:00:00Z,2,SAL N. 2
ocds-hu01ve-7932240,ocds-hu01ve-7932240-01,1874288,1874288-1,delivery,2021-05-28T12:00:00Z,1,0244
ocds-hu01ve-7904021,ocds-hu01ve-7904021-01,1830280,1830280-1,delivery,2021-06-21T12:00:00Z,1,1° SAL
ocds-hu01ve-7902904,ocds-hu01ve-7902904-01,1932401,1932401-1,delivery,2020-12-31T12:00:00Z,1,
ocds-hu01ve-7902658,ocds-hu01ve-7902658-01,2129367,2129367-1,delivery,2021-03-08T12:00:00Z,1,STATO DI AVANZAMENTO N. 1
ocds-hu01ve-7902658,ocds-hu01ve-7902658-01,2129367,2129367-2,delivery,2021-06-08T12:00:00Z,2,STATO DI AVANZAMENTO N. 2
ocds-hu01ve-7894198,ocds-hu01ve-7894198-01,1803740,1803740-1,delivery,2020-10-21T12:00:00Z,1,
ocds-hu01ve-7824514,ocds-hu01ve-7824514-01,1803767,1803767-2,delivery,2020-07-07T12:00:00Z,2,2 LIQUIDAZIONE
ocds-hu01ve-7824514,ocds-hu01ve-7824514-01,1803767,1803767-1,delivery,2021-07-01T12:00:00Z,1,1 LIQUIDAZIONE
ocds-hu01ve-7898296,ocds-hu01ve-7898296-01,1926272,1926272-1,delivery,2021-11-30T12:00:00Z,1,SAL 1 A TUTTO IL 17/11/2021
ocds-hu01ve-7898296,ocds-hu01ve-7898296-01,1926272,1926272-2,delivery,2022-03-01T12:00:00Z,2,SAL 2 LAVORI A TUTTO IL 15/02/2022
ocds-hu01ve-7901000,ocds-hu01ve-7901000-01,2132358,2132358-2,delivery,2021-04-15T12:00:00Z,2,ACCONTO N°2
ocds-hu01ve-7901000,ocds-hu01ve-7901000-01,2132358,2132358-4,delivery,2021-07-30T12:00:00Z,4,ACCONTO N°4
ocds-hu01ve-7901000,ocds-hu01ve-7901000-01,2132358,2132358-3,delivery,2021-06-22T12:00:00Z,3,ACCONTO N°3
ocds-hu01ve-7901000,ocds-hu01ve-7901000-01,2132358,2132358-1,delivery,2021-02-26T12:00:00Z,1,ACCONTO N°1
ocds-hu01ve-7885580,ocds-hu01ve-7885580-01,2020799,2020799-1,delivery,2022-01-19T12:00:00Z,1,1° STATO D'AVANZAMENTO LAVORI
ocds-hu01ve-7897207,ocds-hu01ve-7897207-01,1904941,1904941-2,delivery,2021-11-08T12:00:00Z,2,
ocds-hu01ve-7897207,ocds-hu01ve-7897207-01,1904941,1904941-1,delivery,2021-05-19T12:00:00Z,1,
ocds-hu01ve-7904189,ocds-hu01ve-7904189-01,1916797,1916797-2,delivery,2021-04-21T12:00:00Z,2,PROGRAMMA DI RIQUALIFICA BARRIERE DI SICUREZZA 'BORDO PONTE' IN SPARTITRAFFICO - VIADOTTO SANTA MARIA MORGANA E VIADOTTO VIGNACCE
ocds-hu01ve-7904189,ocds-hu01ve-7904189-01,1916797,1916797-1,delivery,2021-04-01T12:00:00Z,1,RIQUALIFICA BARRIERE DI SICUREZZA 'BORDO PONTE' IN SPARTITRAFFICO - VIADOTTO SANTA MARIA MORGANA E VIADOTTO VIGNACCE
ocds-hu01ve-7897717,ocds-hu01ve-7897717-01,1840197,1840197-1,delivery,2021-06-30T12:00:00Z,1,PRESTAZIONI A TUTTO IL 30/06/2021
ocds-hu01ve-7897717,ocds-hu01ve-7897717-01,1840197,1840197-2,delivery,2021-12-31T12:00:00Z,2,PRESTAZIONI A TUTTO IL 31/12/2021
ocds-hu01ve-7898114,ocds-hu01ve-7898114-01,1821093,1821093-1,delivery,2020-11-02T12:00:00Z,1,
ocds-hu01ve-7917247,ocds-hu01ve-7917247-01,1884277,1884277-3,delivery,2022-03-04T12:00:00Z,3,PAGAMENTO AL 4/3/2022
ocds-hu01ve-7917247,ocds-hu01ve-7917247-01,1884277,1884277-1,delivery,2021-03-08T12:00:00Z,1,PAGAMENTO RIFERITO FINO ALL'ANNO 2020
ocds-hu01ve-7917247,ocds-hu01ve-7917247-01,1884277,1884277-2,delivery,2021-07-30T12:00:00Z,2,PAGAMENTO FINO AL PRIMO SEMESTRE 2021
ocds-hu01ve-7915813,ocds-hu01ve-7915813-01,2040057,2040057-1,delivery,2021-07-23T12:00:00Z,1,SAL N. 1
ocds-hu01ve-7915813,ocds-hu01ve-7915813-01,2040057,2040057-2,delivery,2021-11-20T12:00:00Z,2,II SAL
ocds-hu01ve-7895059,ocds-hu01ve-7895059-01,1864593,1864593-2,delivery,2021-11-22T12:00:00Z,2,SAL N. 2
ocds-hu01ve-7895059,ocds-hu01ve-7895059-01,1864593,1864593-1,delivery,2021-06-30T12:00:00Z,1,CERTIFICATO DI PAGAMENTO N 1 DI EURO 204900.00
ocds-hu01ve-7891676,ocds-hu01ve-7891676-01,1860662,1860662-2,delivery,2021-06-25T12:00:00Z,2,SAL N.2
ocds-hu01ve-7891676,ocds-hu01ve-7891676-01,1860662,1860662-3,delivery,2021-06-28T12:00:00Z,3,SAL N.3
ocds-hu01ve-7891676,ocds-hu01ve-7891676-01,1860662,1860662-1,delivery,2021-04-22T12:00:00Z,1,SAL N.1
ocds-hu01ve-7914811,ocds-hu01ve-7914811-01,1921633,1921633-1,delivery,2020-11-20T12:00:00Z,1,ANTICIPAZIONE
ocds-hu01ve-7912181,ocds-hu01ve-7912181-01,1962263,1962263-2,delivery,2021-08-23T12:00:00Z,2,SAL N. 1
ocds-hu01ve-7912181,ocds-hu01ve-7912181-01,1962263,1962263-1,delivery,2021-05-12T12:00:00Z,1,ANTICIPAZIONE
ocds-hu01ve-7947418,ocds-hu01ve-7947418-01,1857415,1857415-1,delivery,2021-09-23T12:00:00Z,1,STATO DI AVANZAMENTO LAVORI N. 1
ocds-hu01ve-7898251,ocds-hu01ve-7898251-01,1876899,1876899-3,delivery,2021-11-03T12:00:00Z,3,
ocds-hu01ve-7898251,ocds-hu01ve-7898251-01,1876899,1876899-4,delivery,2022-02-25T12:00:00Z,4,
ocds-hu01ve-7898251,ocds-hu01ve-7898251-01,1876899,1876899-1,delivery,2021-07-30T12:00:00Z,1,
ocds-hu01ve-7898251,ocds-hu01ve-7898251-01,1876899,1876899-2,delivery,2021-09-07T12:00:00Z,2,
ocds-hu01ve-7905694,ocds-hu01ve-7905694-01,1891925,1891925-1,delivery,2021-08-31T12:00:00Z,1,
ocds-hu01ve-7905694,ocds-hu01ve-7905694-01,1891925,1891925-2,delivery,2022-03-01T12:00:00Z,2,
ocds-hu01ve-7914374,ocds-hu01ve-7914374-01,1846101,1846101-2,delivery,2021-10-06T12:00:00Z,2,STATO AVANZAMENTO N. 2
ocds-hu01ve-7914374,ocds-hu01ve-7914374-01,1846101,1846101-1,delivery,2021-07-26T12:00:00Z,1,STATO AVANZAMNETO LAVORI N.1
ocds-hu01ve-7924004,ocds-hu01ve-7924004-01,1975076,1975076-3,delivery,2021-05-31T12:00:00Z,3,3
ocds-hu01ve-7924004,ocds-hu01ve-7924004-01,1975076,1975076-1,delivery,2021-01-15T12:00:00Z,1,1
ocds-hu01ve-7924004,ocds-hu01ve-7924004-01,1975076,1975076-2,delivery,2021-02-15T12:00:00Z,2,2
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-1,delivery,2021-03-24T12:00:00Z,1,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-7,delivery,2021-07-13T12:00:00Z,7,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-4,delivery,2021-04-27T12:00:00Z,4,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-12,delivery,2021-12-13T12:00:00Z,12,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-9,delivery,2021-09-16T12:00:00Z,9,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-6,delivery,2021-06-15T12:00:00Z,6,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-2,delivery,2021-04-19T12:00:00Z,2,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-8,delivery,2021-08-23T12:00:00Z,8,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-11,delivery,2021-11-17T12:00:00Z,11,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-13,delivery,2022-01-19T12:00:00Z,13,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-10,delivery,2021-10-12T12:00:00Z,10,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-3,delivery,2021-04-27T12:00:00Z,3,
ocds-hu01ve-7892767,ocds-hu01ve-7892767-01,1832650,1832650-5,delivery,2021-05-11T12:00:00Z,5,
ocds-hu01ve-7922982,ocds-hu01ve-7922982-01,1810993,1810993-1,delivery,2020-11-05T12:00:00Z,1,
ocds-hu01ve-7907102,ocds-hu01ve-7907102-01,1943052,1943052-3,delivery,2021-07-09T12:00:00Z,3,
ocds-hu01ve-7907102,ocds-hu01ve-7907102-01,1943052,1943052-1,delivery,2021-09-15T12:00:00Z,1,
ocds-hu01ve-7907102,ocds-hu01ve-7907102-01,1943052,1943052-2,delivery,2021-05-28T12:00:00Z,2,
ocds-hu01ve-7904657,ocds-hu01ve-7904657-01,1813185,1813185-3,delivery,2021-06-15T12:00:00Z,3,
ocds-hu01ve-7904657,ocds-hu01ve-7904657-01,1813185,1813185-1,delivery,2021-03-13T12:00:00Z,1,
ocds-hu01ve-7904657,ocds-hu01ve-7904657-01,1813185,1813185-4,delivery,2021-06-25T12:00:00Z,4,
ocds-hu01ve-7904657,ocds-hu01ve-7904657-01,1813185,1813185-2,delivery,2021-04-23T12:00:00Z,2,
ocds-hu01ve-7903963,ocds-hu01ve-7903963-01,1870769,1870769-3,delivery,2021-10-20T12:00:00Z,3,"MANUTENZIONE STRAORDINARIA DI PIAZZA DI SAN LORENZO IN LUCINA, PT20200551 CUP: J87H19004660004 -RNCIG: 846532927C - N. GARA 7903963 APPROVAZIONE CERTIFICATO PAGAMENTO II SAL"
ocds-hu01ve-7903963,ocds-hu01ve-7903963-01,1870769,1870769-2,delivery,2021-08-11T12:00:00Z,2,"MANUTENZIONE STRAORDINARIA DI PIAZZA DI SAN LORENZO IN LUCINA, PT20200551 CUP: J87H19004660004 -RNCIG: 846532927C - N. GARA 7903963 APPROVAZIONE CERTIFICATO PAGAMENTO I SAL"
ocds-hu01ve-7903963,ocds-hu01ve-7903963-01,1870769,1870769-4,delivery,2022-02-07T12:00:00Z,4,"MANUTENZIONE STRAORDINARIA DI PIAZZA DI SAN LORENZO IN LUCINA, PT20200551 CUP: J87H19004660004 -RNCIG: 846532927C - N. GARA 7903963 APPROVAZIONE CERTIFICATO PAGAMENTO E LIQUIDAZIONE III SAL"
ocds-hu01ve-7903963,ocds-hu01ve-7903963-01,1870769,1870769-1,delivery,2021-05-06T12:00:00Z,1,"MANUTENZIONE STRAORDINARIA DI PIAZZA DI SAN LORENZO IN LUCINA, PT20200551 CUP: J87H19004660004 -RNCIG: 846532927C - N. GARA 7903963"
ocds-hu01ve-7909816,ocds-hu01ve-7909816-01,2100001,2100001-1,delivery,2021-11-23T12:00:00Z,1,FATTURA DAL 22/10/2021 AL N 23/11/2021
ocds-hu01ve-7869239,ocds-hu01ve-7869239-01,1958793,1958793-1,delivery,2021-01-29T12:00:00Z,1,I SAL DD LIQUID 5221/2021
ocds-hu01ve-7869239,ocds-hu01ve-7869239-01,1958793,1958793-5,delivery,2021-09-20T12:00:00Z,5,IV SAL DD LIQUID 18969 2021
ocds-hu01ve-7869239,ocds-hu01ve-7869239-01,1958793,1958793-4,delivery,2021-12-22T12:00:00Z,4,IV SAL DD LIQUID 630 2022
ocds-hu01ve-7869239,ocds-hu01ve-7869239-01,1958793,1958793-3,delivery,2021-06-09T12:00:00Z,3,III SAL DD LIQUID 13570/2021
ocds-hu01ve-7869239,ocds-hu01ve-7869239-01,1958793,1958793-2,delivery,2021-03-24T12:00:00Z,2,II SAL DD LIQUID 9557/2021
ocds-hu01ve-8022153,ocds-hu01ve-8022153-01,1970469,1970469-2,delivery,2021-02-05T12:00:00Z,2,SA_SAL N. 2 AL 05.02.21
ocds-hu01ve-8022153,ocds-hu01ve-8022153-01,1970469,1970469-1,delivery,2021-01-29T12:00:00Z,1,SA_SAL N. 1 AL 29.01.21
ocds-hu01ve-7921842,ocds-hu01ve-7921842-01,2069182,2069182-1,delivery,2020-11-18T12:00:00Z,1,"PAGAMENTO FATTURA 2120005831/PA DEL 18/11/2020 182.615,45RNPAGAMENTO FATTURA 212005832/ DEL 18/11/2020 547.846,35RNFATTURA NR 2120005833/PA DEL 18/11/2020 219.138,54RN"
ocds-hu01ve-7923283,ocds-hu01ve-7923283-01,1901175,1901175-1,delivery,2021-06-30T12:00:00Z,1,1
ocds-hu01ve-7923283,ocds-hu01ve-7923283-01,1901175,1901175-2,delivery,2021-12-31T12:00:00Z,2,2
ocds-hu01ve-7889784,ocds-hu01ve-7889784-01,1796773,1796773-1,delivery,2021-03-10T12:00:00Z,1,
ocds-hu01ve-7925034,ocds-hu01ve-7925034-01,1857155,1857155-1,delivery,2021-04-21T12:00:00Z,1,1° STATO AVANZAMENTO LAVORI ESEGUITI AL 20/04/2021
ocds-hu01ve-7925034,ocds-hu01ve-7925034-01,1857155,1857155-3,delivery,2021-11-15T12:00:00Z,3,STATO FINALE DEI LAVORI ESEGUITI A TUTTO IL 21/09/2021
ocds-hu01ve-7925034,ocds-hu01ve-7925034-01,1857155,1857155-2,delivery,2021-06-15T12:00:00Z,2,2° STATO AVANZAMENTO LAVORI ESEGUITI AL 11/06/2021
ocds-hu01ve-7916034,ocds-hu01ve-7916034-01,1961657,1961657-1,delivery,2020-10-31T12:00:00Z,1,
ocds-hu01ve-7815381,ocds-hu01ve-7815381-01,1856477,1856477-1,delivery,2021-09-30T12:00:00Z,1,
ocds-hu01ve-7815381,ocds-hu01ve-7815381-01,1856477,1856477-2,delivery,2021-12-31T12:00:00Z,2,
ocds-hu01ve-7919804,ocds-hu01ve-7919804-01,1929077,1929077-1,delivery,2021-05-25T12:00:00Z,1,
ocds-hu01ve-7911224,ocds-hu01ve-7911224-01,1864794,1864794-2,delivery,2021-08-31T12:00:00Z,2,
ocds-hu01ve-7911224,ocds-hu01ve-7911224-01,1864794,1864794-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-7911224,ocds-hu01ve-7911224-01,1864794,1864794-3,delivery,2021-12-31T12:00:00Z,3,
ocds-hu01ve-7893288,ocds-hu01ve-7893288-01,1970305,1970305-1,delivery,2020-12-03T12:00:00Z,1,SA_SAL N. 1 AL 03.12.20
ocds-hu01ve-7893288,ocds-hu01ve-7893288-01,1970305,1970305-3,delivery,2021-02-28T12:00:00Z,3,SA_SAL N. 3 AL 28.02.21
ocds-hu01ve-7893288,ocds-hu01ve-7893288-01,1970305,1970305-2,delivery,2021-01-31T12:00:00Z,2,SA_SAL N. 2 AL 31.01.21
ocds-hu01ve-7900217,ocds-hu01ve-7900217-01,1830366,1830366-1,delivery,2021-04-11T12:00:00Z,1,1
ocds-hu01ve-7900217,ocds-hu01ve-7900217-01,1830366,1830366-2,delivery,2021-10-11T12:00:00Z,2,2
ocds-hu01ve-7899440,ocds-hu01ve-7899440-01,1840834,1840834-1,delivery,2021-06-24T12:00:00Z,1,STATO DI AVANZAMENTO N°1
ocds-hu01ve-7894919,ocds-hu01ve-7894919-01,1807642,1807642-2,delivery,2020-12-15T12:00:00Z,2,2
ocds-hu01ve-7894919,ocds-hu01ve-7894919-01,1807642,1807642-1,delivery,2020-11-16T12:00:00Z,1,1
ocds-hu01ve-7894869,ocds-hu01ve-7894869-01,1897566,1897566-4,delivery,2021-09-29T12:00:00Z,4,STATO D'AVANZAMENTO LAVORI N. 4 (LAVORI ESEGUITI A TUTTO IL 24 SETTEMBRE 2021)
ocds-hu01ve-7894869,ocds-hu01ve-7894869-01,1897566,1897566-2,delivery,2021-07-15T12:00:00Z,2,STATO D'AVANZAMENTO LAVORI N. 2 (LAVORI ESEGUITI A TUTTO IL 09 LUGLIO 2021)
ocds-hu01ve-7894869,ocds-hu01ve-7894869-01,1897566,1897566-3,delivery,2021-08-16T12:00:00Z,3,STATO D'AVANZAMENTO LAVORI N. 3 (LAVORI ESEGUITI A TUTTO IL 13 AGOSTO 2021)
ocds-hu01ve-7894869,ocds-hu01ve-7894869-01,1897566,1897566-1,delivery,2021-06-09T12:00:00Z,1,1° STATO D'AVANZAMENTO LAVORI - LAVORI ESEGUITI A TUTTO IL 04/06/2021
ocds-hu01ve-7907807,ocds-hu01ve-7907807-01,1801339,1801339-1,delivery,2021-02-24T12:00:00Z,1,1
ocds-hu01ve-7902870,ocds-hu01ve-7902870-01,1860068,1860068-1,delivery,2022-01-04T12:00:00Z,1,
ocds-hu01ve-7899563,ocds-hu01ve-7899563-01,1841147,1841147-4,delivery,2021-11-29T12:00:00Z,4,4
ocds-hu01ve-7899563,ocds-hu01ve-7899563-01,1841147,1841147-3,delivery,2021-06-25T12:00:00Z,3,3
ocds-hu01ve-7899563,ocds-hu01ve-7899563-01,1841147,1841147-2,delivery,2021-05-27T12:00:00Z,2,2
ocds-hu01ve-7899563,ocds-hu01ve-7899563-01,1841147,1841147-1,delivery,2020-11-28T12:00:00Z,1,1
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-9,delivery,2021-12-31T12:00:00Z,9,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-10,delivery,2022-01-31T12:00:00Z,10,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-3,delivery,2021-06-30T12:00:00Z,3,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-6,delivery,2021-09-30T12:00:00Z,6,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-2,delivery,2021-05-31T12:00:00Z,2,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-8,delivery,2021-11-30T12:00:00Z,8,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-7,delivery,2021-10-31T12:00:00Z,7,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-5,delivery,2021-08-31T12:00:00Z,5,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-4,delivery,2021-07-31T12:00:00Z,4,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-7902200,ocds-hu01ve-7902200-01,1814381,1814381-11,delivery,2022-02-28T12:00:00Z,11,
ocds-hu01ve-7898882,ocds-hu01ve-7898882-01,1823889,1823889-3,delivery,2021-10-31T12:00:00Z,3,SAL N. 3 A TUTTO IL 31/10/2021
ocds-hu01ve-7898882,ocds-hu01ve-7898882-01,1823889,1823889-1,delivery,2021-05-21T12:00:00Z,1,STATO DI AVANZAMENTO A TUTTO IL 21/05/2021
ocds-hu01ve-7898882,ocds-hu01ve-7898882-01,1823889,1823889-2,delivery,2021-07-30T12:00:00Z,2,SAL N. 2 A TUTTO IL 30/07/2021
ocds-hu01ve-7912037,ocds-hu01ve-7912037-01,1828993,1828993-2,delivery,2021-04-16T12:00:00Z,2,SAL N.1
ocds-hu01ve-7912037,ocds-hu01ve-7912037-01,1828993,1828993-3,delivery,2021-10-29T12:00:00Z,3,SAL N.3
ocds-hu01ve-7912037,ocds-hu01ve-7912037-01,1828993,1828993-1,delivery,2020-11-30T12:00:00Z,1,SAL ANTICIPAZIONE
ocds-hu01ve-7880561,ocds-hu01ve-7880561-01,1874099,1874099-1,delivery,2021-09-29T12:00:00Z,1,1 S.A.L.
ocds-hu01ve-7880561,ocds-hu01ve-7880561-01,1874099,1874099-3,delivery,2022-02-23T12:00:00Z,3,3 S.A.L.
ocds-hu01ve-7880561,ocds-hu01ve-7880561-01,1874099,1874099-2,delivery,2021-11-03T12:00:00Z,2,2 S.A.L.
ocds-hu01ve-7902584,ocds-hu01ve-7902584-01,2043165,2043165-1,delivery,2021-11-15T12:00:00Z,1,
ocds-hu01ve-7915137,ocds-hu01ve-7915137-01,1817960,1817960-1,delivery,2020-12-31T12:00:00Z,1,
ocds-hu01ve-7895228,ocds-hu01ve-7895228-01,2121726,2121726-1,delivery,2022-02-11T12:00:00Z,1,DATA LAVORI A TUTTO IL: 03/12/2021 
ocds-hu01ve-7911447,ocds-hu01ve-7911447-01,2008802,2008802-1,delivery,2022-03-02T12:00:00Z,1,ANTICIPAZIONE SUI LAVORI 
ocds-hu01ve-7888596,ocds-hu01ve-7888596-01,1820506,1820506-1,delivery,2020-12-31T12:00:00Z,1,1
ocds-hu01ve-7923183,ocds-hu01ve-7923183-01,1870477,1870477-2,delivery,2020-09-22T12:00:00Z,2,2
ocds-hu01ve-7923183,ocds-hu01ve-7923183-01,1870477,1870477-1,delivery,2020-09-22T12:00:00Z,1,1
ocds-hu01ve-7830270,ocds-hu01ve-7830270-01,1883426,1883426-2,delivery,2021-04-21T12:00:00Z,2,2° SAL A TUTTO IL 02.04.2021
ocds-hu01ve-7830270,ocds-hu01ve-7830270-01,1883426,1883426-1,delivery,2021-03-12T12:00:00Z,1,1° SAL  A TUTTO IL 11.03.2021
ocds-hu01ve-7823310,ocds-hu01ve-7823310-01,1803809,1803809-3,delivery,2021-11-05T12:00:00Z,3,3 LIQUIDAZIONE
ocds-hu01ve-7823310,ocds-hu01ve-7823310-01,1803809,1803809-1,delivery,2021-07-01T12:00:00Z,1,1 LIQUIDAZIONE
ocds-hu01ve-7823310,ocds-hu01ve-7823310-01,1803809,1803809-2,delivery,2021-10-01T12:00:00Z,2,2 LIQUIDAZIONE
ocds-hu01ve-7823310,ocds-hu01ve-7823310-01,1803809,1803809-4,delivery,2021-12-31T12:00:00Z,4,4 LIQUIDAZIONE
ocds-hu01ve-7900756,ocds-hu01ve-7900756-01,1843893,1843893-1,delivery,2020-12-31T12:00:00Z,1,
ocds-hu01ve-7913905,ocds-hu01ve-7913905-01,1947761,1947761-1,delivery,2021-03-23T12:00:00Z,1,SAL FINALE
ocds-hu01ve-7911105,ocds-hu01ve-7911105-01,1966674,1966674-1,delivery,2020-12-31T12:00:00Z,1,
ocds-hu01ve-7967200,ocds-hu01ve-7967200-01,1941420,1941420-1,delivery,2022-03-28T12:00:00Z,1,
ocds-hu01ve-7891916,ocds-hu01ve-7891916-01,2095998,2095998-2,delivery,2021-04-05T12:00:00Z,2,AVANZAMENTO N. 1
ocds-hu01ve-7891916,ocds-hu01ve-7891916-01,2095998,2095998-1,delivery,2021-05-05T12:00:00Z,1,AVANZAMENTO N. 2
ocds-hu01ve-7910655,ocds-hu01ve-7910655-01,1867611,1867611-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-7910655,ocds-hu01ve-7910655-01,1867611,1867611-2,delivery,2021-10-31T12:00:00Z,2,
ocds-hu01ve-8298779,ocds-hu01ve-8298779-01,2058576,2058576-1,delivery,2022-01-31T12:00:00Z,1,
ocds-hu01ve-8299856,ocds-hu01ve-8299856-01,2024286,2024286-3,delivery,2021-12-23T12:00:00Z,3,D233 - LAVORI ELETTROMECCANICI PRESSO L'IMPIANTO DI DEPURAZIONE ROMA SUD ? NUOVO COMPARTO PERACETICO.
ocds-hu01ve-8299856,ocds-hu01ve-8299856-01,2024286,2024286-1,delivery,2021-03-19T12:00:00Z,1,CP ANTICIPAZIONE LAVORI ELETTROMECCANICI PRESSO IMPIANTO DEPURAZIONE DI ROMA SUD - NUOVO COMPARTO PERACETICO.RNACCORDO QUADRO DEL 28.01.2020 PER LA REALIZZAZIONE E MANUTENZIONE STRAORDINARIA DI IMPIANTIRNELETTROMECCANICI (RIF. 8800002419/LTE).
ocds-hu01ve-8299856,ocds-hu01ve-8299856-01,2024286,2024286-2,delivery,2021-08-10T12:00:00Z,2,D233 DEPURATORE ROMA SUD ? COMUNE DI ROMA NUOVO COMPARTO PERACETICO.RIF. GARA 8800003124/LTE
ocds-hu01ve-7836583,ocds-hu01ve-7836583-01,1841938,1841938-1,delivery,2021-06-30T12:00:00Z,1,
ocds-hu01ve-8076948,ocds-hu01ve-8076948-01,1907186,1907186-1,delivery,2021-12-09T12:00:00Z,1,1^ STATO D'AVANZAMENTO LAVORI A TUTTO IL 29/11/2021
ocds-hu01ve-7903713,ocds-hu01ve-7903713-01,1852777,1852777-1,delivery,2021-07-21T12:00:00Z,1,N. 1 A TUTTO IL 21/07/2021RN
ocds-hu01ve-7903713,ocds-hu01ve-7903713-01,1852777,1852777-2,delivery,2021-10-07T12:00:00Z,2,STATO AVANZAMENTO LAVORI N.2 A TUTTO IL 07/10/2021RN
